id	x	y	riistajalajiNimi
4002	532734.619	7325601.746	Hirvi
4003	206213.749	6789677.79	Metskauris
4004	363819.395	6762530.413	Metskauris
4005	432809.691	6919793.103	Valkohntpeura
4006	327905.687	6804828.608	Valkohntpeura
4007	234049.173	6824527.448	Metskauris
4008	308276.715	6766676.09	Valkohntpeura
4009	225326.054	6726145.693	Metskauris
4010	307188.611	6835576.052	Metskauris
4011	208376.244	6980732.673	Hirvi
4012	334494.255	6661872.486	Metskauris
4013	267352.237	6706632.859	Metskauris
4014	295163.714	6851073.77	Hirvi
4015	379710.559	6721075.749	Valkohntpeura
4016	379319.282	6715548.741	Metskauris
4017	380462.172	6716447.317	Hirvi
4018	380379.677	6715812.213	Metskauris
4019	225250.074	6836398.758	Hirvi
4020	219555.64	6752863.207	Valkohntpeura
4021	214589.925	6758475.391	Metskauris
4022	513839.224	6829710.808	Valkohntpeura
4023	235733.59	6743530.63	Valkohntpeura
4024	281088.279	6709871.445	Hirvi
4025	502293.618	6939839.592	Metskauris
4026	203972.09	6682695.043	Metskauris
4027	204467.43	6682338.177	Metskauris
4028	202047.936	6683472.754	Metskauris
4029	441788.381	7117075.97	Hirvi
4030	538033.112	7116958.854	Hirvi
4031	305239.415	7062027.075	Metskauris
4032	446962.716	6712656.506	Hirvi
4033	235039.209	6995755.963	Metskauris
4034	225421.586	6712897.312	Hirvi
4035	305255.884	6647402.398	Valkohntpeura
4036	302184.027	6779249.185	Valkohntpeura
4037	208232.436	6757143.461	Valkohntpeura
4038	296834.091	6787930.668	Valkohntpeura
4039	274531.733	7048295.994	Metskauris
4040	263847.204	6934960.862	Metskauris
4041	254589.789	6925130.507	Valkohntpeura
4042	252884.19	6898723.111	Hirvi
4043	230928.785	6740789.558	Valkohntpeura
4044	336748.05	6798781.995	Valkohntpeura
4045	263300.694	6960845.917	Metskauris
4046	293328.955	6759389.283	Valkohntpeura
4047	274123.119	6743939.412	Valkohntpeura
4048	277772.774	6700117.315	Metskauris
4049	327540.288	6712025.607	Valkohntpeura
4050	299820.271	6962700.639	Metskauris
4051	280896.609	6968524.71	Metskauris
4052	350264.805	6752900.66	Metskauris
4053	236387.377	6696804.789	Hirvi
4054	228102.209	6747735.984	Valkohntpeura
4055	223877.076	6744004.127	Valkohntpeura
4056	359880.186	6700365.221	Metskauris
4057	267311.197	6764944.054	Metskauris
4058	228777.055	6921197.96	Valkohntpeura
4059	317187.937	6775412.667	Valkohntpeura
4060	222499.015	6826788.165	Valkohntpeura
4061	228867.977	6995828.858	Valkohntpeura
4062	228598.729	6735386.853	Valkohntpeura
4063	221688.352	6749128.721	Valkohntpeura
4064	422360.732	6875340.353	Valkohntpeura
4065	266487.414	6769761.592	Valkohntpeura
4066	292841.027	6879378.173	Metskauris
4067	219677.315	6860736.805	Valkohntpeura
4068	314805.448	6799123.017	Valkohntpeura
4069	292081.541	6694621.562	Metskauris
4070	292554.252	6694287.769	Metskauris
4071	340024.356	6851809.636	Valkohntpeura
4072	291268.578	6682565.662	Valkohntpeura
4073	231886.261	6814316.278	Metskauris
4074	363916.439	6718511.232	Valkohntpeura
4075	230589.908	6720143.942	Valkohntpeura
4076	345970.608	6749971.246	Valkohntpeura
4077	212307.545	6767530.098	Valkohntpeura
4078	365668.318	6748853.769	Valkohntpeura
4079	199101.944	6741648.097	Valkohntpeura
4080	483753.899	6752711.482	Metskauris
4081	215025.433	6833576.382	Valkohntpeura
4082	419557.323	6911007.512	Hirvi
4083	290580.408	6808757.616	Valkohntpeura
4084	291829.201	6809566.669	Valkohntpeura
4085	203017.62	6789360.812	Valkohntpeura
4086	295320.931	6811331.182	Valkohntpeura
4087	281815.262	6825863.78	Valkohntpeura
4088	322582.953	6737702.451	Valkohntpeura
4089	224854.865	6683108.1	Metskauris
4090	224371.569	6682905.589	Metskauris
4091	216453.554	6801451.978	Metskauris
4092	352692.998	6807645.508	Hirvi
4093	315690.043	6820817.746	Metskauris
4094	447417.228	6925891.393	Metskauris
4095	286397.258	7031421.499	Metskauris
4096	413737.03	6786754.433	Hirvi
4097	223967.592	6713206.177	Valkohntpeura
4098	532409.476	7325620.565	Hirvi
4099	286697.425	6755370.177	Valkohntpeura
4100	270686.287	7033282.323	Hirvi
4101	206397.66	6776035.55	Hirvi
4102	359746.999	7122019.509	Metskauris
4103	262607.898	6749161.514	Valkohntpeura
4104	508192.164	6789341.651	Metskauris
4105	336206.868	6784850.396	Valkohntpeura
4106	349033.3	7034631.194	Metskauris
4107	269793.752	6683654.955	Valkohntpeura
4108	209274.03	6792739.31	Valkohntpeura
4109	209296.924	6820863.49	Valkohntpeura
4110	232326.297	6813680.816	Valkohntpeura
4111	346316.082	6906893.599	Metskauris
4112	265288.284	6843713.315	Valkohntpeura
4113	468276.062	7108300.572	Metskauris
4114	399641.568	6692872.895	Hirvi
4115	505810.37	6851034.752	Hirvi
4116	234206.007	6796338.191	Valkohntpeura
4117	210504.482	6983522.286	Valkohntpeura
4118	272712.453	6678385.055	Valkohntpeura
4119	219888.428	6752084.889	Valkohntpeura
4120	332311.185	6706040.436	Metskauris
4121	347674.717	6958224.639	Metskauris
4122	200106.522	6741175.866	Metskauris
4123	240525.92	6716165.911	Metskauris
4124	244127.398	6713649.121	Metskauris
4125	287039.014	6728352.311	Valkohntpeura
4126	380335.831	6700794.698	Metskauris
4127	196191.036	6723965.551	Metskauris
4128	192737.132	6725422.573	Valkohntpeura
4129	337493.289	6708146.957	Valkohntpeura
4130	325093.201	6698793.311	Valkohntpeura
4131	215397.385	6795796.982	Valkohntpeura
4132	367125.474	6881497.023	Valkohntpeura
4133	245181.784	6935777.721	Metskauris
4134	214230.799	6759887.924	Valkohntpeura
4135	495380.015	6836884.362	Hirvi
4136	284251.345	6781293.963	Valkohntpeura
4137	250714.48	6860430.11	Metskauris
4138	250119.155	6876802.227	Metskauris
4139	373099.004	6745416.108	Metskauris
4140	371669.968	7112595.3	Metskauris
4141	344839.039	6774488.218	Valkohntpeura
4142	428170.922	6770096.037	Metskauris
4143	252075.432	7016834.794	Metskauris
4144	286175.914	6734493.447	Valkohntpeura
4145	500059.65	6714389.915	Metskauris
4146	312141.725	6774822.769	Valkohntpeura
4147	317917.737	6773727.541	Valkohntpeura
4148	563233.226	6814692.792	Metskauris
4149	212295.325	6732677.143	Metskauris
4150	292564.682	6892587.263	Valkohntpeura
4151	293309.465	6767117.616	Valkohntpeura
4152	291142.764	7080256.031	Metskauris
4153	297210.314	6739988.924	Valkohntpeura
4154	238498.723	6742691.722	Valkohntpeura
4155	297782.612	6822822.585	Hirvi
4156	250633.391	6790008.818	Metskauris
4157	297930.348	6659721.991	Valkohntpeura
4158	261740.027	6703107.959	Metskauris
4159	248498.987	6707517.021	Hirvi
4160	255682.449	6821164.84	Hirvi
4161	217646.293	6718827.758	Metskauris
4162	280148.304	6805329.113	Metskauris
4163	235907.134	6873816.896	Valkohntpeura
4164	243514.632	6714520.617	Metskauris
4165	214484.033	6758459.737	Valkohntpeura
4166	438592.166	6776955.8	Metskauris
4167	367178.827	7321579.101	Metskauris
4168	292894.315	6708261.857	Metskauris
4169	268130.312	6988879.295	Metskauris
4170	489250.704	6778304.216	Hirvi
4171	206440.268	6727861.909	Metskauris
4172	271985.385	6803547.846	Metskauris
4173	293028.467	6701772.35	Valkohntpeura
4174	423995.808	7238022.647	Metskauris
4175	549183.859	6726848.266	Metskauris
4176	284170.622	6735209.845	Valkohntpeura
4177	218966.197	6766193.152	Hirvi
4178	353056.805	6992615.509	Hirvi
4179	219931.544	6733803.941	Valkohntpeura
4180	222458.263	6831261.388	Metskauris
4181	578334.914	7027371.006	Hirvi
4182	321853.874	6698961.332	Valkohntpeura
4183	307558.865	6698539.087	Valkohntpeura
4184	303495.339	6778999.19	Valkohntpeura
4185	302694.849	6774080.338	Valkohntpeura
4186	329954.199	6700419.09	Metskauris
4187	305978.387	6772657.941	Valkohntpeura
4188	245917.221	6707649.074	Metskauris
4189	293332.478	6777426.623	Hirvi
4190	410818.506	6792403.879	Hirvi
4191	261519.275	6733841.085	Valkohntpeura
4192	344586.901	6742250.93	Metskauris
4193	385101.902	6740474.003	Metskauris
4194	481749.437	6749052.478	Metskauris
4195	474435.502	6748401.953	Valkohntpeura
4196	191326.147	6712310.662	Valkohntpeura
4197	241366.368	6785004.834	Metskauris
4198	559864.763	7018060.789	Hirvi
4199	198442.404	6753613.346	Metskauris
4200	454755.459	7276024.323	Metskauris
4201	351235.607	6809736.341	Valkohntpeura
4202	235414.702	6688417.952	Metskauris
4203	293227.428	6973636.555	Metskauris
4204	275005.238	6803624.704	Valkohntpeura
4205	260285.589	6731110.61	Valkohntpeura
4206	352783.965	6698286.52	Metskauris
4207	296758.403	6843105.754	Metskauris
4208	312149.144	6789205.281	Valkohntpeura
4209	378137.711	6846399.92	Valkohntpeura
4210	407767.884	6705702.668	Valkohntpeura
4211	231375.503	6894735.776	Valkohntpeura
4212	379536.248	6697628.766	Hirvi
4213	229574.125	6921098.3	Valkohntpeura
4214	282580.47	6774783.896	Valkohntpeura
4215	280555.644	6857479.367	Hirvi
4216	374849.963	7162250.918	Metskauris
4217	248473.37	6759173.834	Valkohntpeura
4218	205830.557	6739600.793	Metskauris
4219	246054.386	6657155.246	Valkohntpeura
4220	406167.83	6851562.441	Valkohntpeura
4221	282324.037	6730230.927	Metskauris
4222	301866.758	6654777.671	Valkohntpeura
4223	316776.918	6678021.884	Valkohntpeura
4224	315622.75	6679619.931	Hirvi
4225	348794.634	6725583.384	Valkohntpeura
4226	533931.283	6992220.029	Metskauris
4227	255787.508	6707762.96	Metskauris
4228	417862.297	7273040.35	Hirvi
4229	395206.023	7286717.625	Hirvi
4230	334489.354	6832575.257	Valkohntpeura
4231	233652.626	6811739.594	Metskauris
4232	208880.104	6845026.287	Metskauris
4233	310805.595	6682713.226	Valkohntpeura
4234	298109.023	6879459.935	Metskauris
4235	195035.352	6758063.85	Valkohntpeura
4236	312958.774	6680756.071	Valkohntpeura
4237	299903.094	6687566.843	Hirvi
4238	288645.572	6807567.931	Valkohntpeura
4239	299393.105	6680406.123	Valkohntpeura
4240	306257.945	6815865.377	Valkohntpeura
4241	352032.384	6695775.639	Metskauris
4242	341358.085	6720884.383	Valkohntpeura
4243	588633.786	6805721.012	Hirvi
4244	235179.105	6688472.975	Metskauris
4245	208143.567	6680961.869	Metskauris
4246	270305.243	6936054.136	Hirvi
4247	537995.742	6724182.246	Metskauris
4248	278843.428	6748301.376	Valkohntpeura
4249	428809.64	7029696.604	Metskauris
4250	353710.313	6737941.695	Valkohntpeura
4251	315274.392	6657152.836	Valkohntpeura
4252	263848.181	6822618.11	Metskauris
4253	474817.473	6845850.544	Metskauris
4254	312860.957	6799373.274	Valkohntpeura
4255	324862.523	6732656.247	Hirvi
4256	535793.364	7120017.918	Metskauris
4257	290515.295	6821842.996	Hirvi
4258	353796.333	7131592.855	Hirvi
4259	579016.509	7075327.838	Hirvi
4260	209897.18	6788843.181	Metskauris
4261	258948.089	6761136.211	Valkohntpeura
4262	287682.332	6776036.527	Valkohntpeura
4263	374484.677	6694012.654	Hirvi
4264	430087.365	7392709.346	Hirvi
4265	394558.676	6784015.871	Metskauris
4266	283576.73	6764235.524	Valkohntpeura
4267	206788.65	6681149.305	Metskauris
4268	229421.237	6732855.028	Valkohntpeura
4269	283984.275	6756342.562	Valkohntpeura
4270	290725.681	6761885.302	Valkohntpeura
4271	359756.343	6768033.538	Metskauris
4272	248567.349	6707538.346	Valkohntpeura
4273	247118.588	6935278.396	Hirvi
4274	213941.945	6718267.417	Valkohntpeura
4275	472226.981	7364583.252	Metskauris
4276	430038.362	6888574.785	Metskauris
4277	218508.474	6683156.943	Valkohntpeura
4278	309043.887	6728829.486	Valkohntpeura
4279	225546.708	6712958.56	Metskauris
4280	316884.971	6743079.613	Valkohntpeura
4281	224437.036	6712886.387	Metskauris
4282	295702.474	6811459.276	Valkohntpeura
4283	507725.772	7351085.155	Hirvi
4284	334197.597	6661810.718	Valkohntpeura
4285	258895.527	6864245.146	Metskauris
4286	218645.994	6846291.67	Hirvi
4287	328771.347	6661203.045	Metskauris
4288	273914.867	6743493.242	Valkohntpeura
4289	334361.168	6739238.464	Valkohntpeura
4290	326169.58	6904846.448	Hirvi
4291	289989.98	7075860.715	Metskauris
4292	294759.03	6710274.049	Valkohntpeura
4293	289966.473	7073692.472	Metskauris
4294	310360.696	6705883.412	Valkohntpeura
4295	308427.781	6766844.202	Hirvi
4296	304847.796	6815522.356	Valkohntpeura
4297	255111.166	6790034.529	Hirvi
4298	697778.55	6913497.751	Hirvi
4299	427702.245	6917132.345	Metskauris
4300	214567.957	6830064.217	Valkohntpeura
4301	433008.873	6911721.55	Metskauris
4302	316174.785	6659305.637	Valkohntpeura
4303	325578.02	6798241.422	Metskauris
4304	208574.877	6789992.151	Metskauris
4305	428352.835	6877581.707	Metskauris
4306	206607.123	6681270.005	Valkohntpeura
4307	277816.004	6753789.298	Valkohntpeura
4308	283624.583	6737659.171	Hirvi
4309	344911.694	6675292.675	Valkohntpeura
4310	345483.473	6674132.309	Metskauris
4311	458241.896	6802162.122	Hirvi
4312	225136.618	6726660.062	Valkohntpeura
4313	270397.498	6805804.05	Hirvi
4314	287782.841	6807066.214	Valkohntpeura
4315	187737.358	6763322.83	Metskauris
4316	288517.858	6777074.12	Valkohntpeura
4317	331872.461	6837768.232	Hirvi
4318	552478.714	7134733.537	Hirvi
4319	202739.043	6726952.251	Metskauris
4320	319601.091	7062707.087	Metskauris
4321	295101.418	6787345.404	Valkohntpeura
4322	311222.257	6773087.022	Valkohntpeura
4323	307563.685	6807683.08	Valkohntpeura
4324	307411.684	6807819.407	Valkohntpeura
4325	305713.347	6684122.486	Valkohntpeura
4326	418828.903	6768626.319	Metskauris
4327	232333.797	6713432.726	Metskauris
4328	311842.033	6804638.37	Valkohntpeura
4329	493455.377	6726571.619	Metskauris
4330	492277.174	7129716.344	Hirvi
4331	493237.285	6812032.14	Metskauris
4332	368995.819	6736164.007	Valkohntpeura
4333	317258.369	6779362.144	Valkohntpeura
4334	517241.509	6731863.58	Hirvi
4335	289527.716	6705725.282	Metskauris
4336	486113.893	6743804.507	Hirvi
4337	275948.355	6707611.074	Valkohntpeura
4338	315833.134	6778684.756	Valkohntpeura
4339	234024.202	6717714.709	Hirvi
4340	595154.418	6858476.892	Metskauris
4341	251487.223	7016067.267	Hirvi
4342	215605.787	6886678.404	Hirvi
4343	386237.798	7303963.651	Hirvi
4344	275116.296	7055808.705	Valkohntpeura
4345	294170.795	6732142.76	Valkohntpeura
4346	198880.642	6736284.788	Valkohntpeura
4347	309033.462	6768115.6	Valkohntpeura
4348	362150.308	6726665.245	Valkohntpeura
4349	311162.469	6798889.98	Valkohntpeura
4350	414345.107	6718184.287	Valkohntpeura
4351	272867.71	6756572.57	Valkohntpeura
4352	517269.406	6731900.732	Hirvi
4353	297294.653	6841919.104	Metskauris
4354	497274.667	6763927.105	Hirvi
4355	266811.322	6759148.648	Valkohntpeura
4356	318371.97	6772732.093	Valkohntpeura
4357	311072.52	6707631.061	Metskauris
4358	299831.622	6824490.828	Hirvi
4359	209881.91	6763444.275	Valkohntpeura
4360	252273.564	6749938.075	Valkohntpeura
4361	264846.328	6736224.021	Hirvi
4362	491208.407	7359970.859	Hirvi
4363	345280.893	6816307.006	Hirvi
4364	294591.651	6710069.651	Valkohntpeura
4365	314804.352	6799122.751	Valkohntpeura
4366	312308.245	6661183.269	Hirvi
4367	373247.286	6734904.015	Valkohntpeura
4368	457378.099	6901133.394	Hirvi
4369	239512.775	6997226.118	Hirvi
4370	286754.768	6755426.288	Valkohntpeura
4371	216786.708	6798231.874	Metskauris
4372	561842.315	7230425.357	Hirvi
4373	297167.986	6739952.951	Valkohntpeura
4374	450324.981	6881109.293	Hirvi
4375	318929.426	6796640.196	Valkohntpeura
4376	317402.464	6798608.658	Valkohntpeura
4377	251560.24	6739809.321	Valkohntpeura
4378	292659.141	6732947.449	Valkohntpeura
4379	315297.679	6799243.936	Valkohntpeura
4380	532131.65	6998886.432	Metskauris
4381	330241.53	6763145.29	Valkohntpeura
4382	528158.205	7397808.052	Hirvi
4383	391843.075	6709386.129	Metskauris
4384	380081.707	6726975.996	Metskauris
4385	381095.908	6727491.797	Metskauris
4386	379534.957	6726830.288	Valkohntpeura
4387	380669.018	6726753.807	Metskauris
4388	379435.126	6726914.26	Valkohntpeura
4389	380275.796	6723735.616	Metskauris
4390	382154.069	6726654.394	Metskauris
4391	381070.853	6726566.783	Valkohntpeura
4392	225740.441	6824270.39	Metskauris
4393	224181.014	6824518.697	Metskauris
4394	446681.633	6703878.404	Metskauris
4395	425267.425	6918530.563	Metskauris
4396	260879.533	6707357.622	Hirvi
4397	277936.849	6727883.935	Metskauris
4398	412489.211	7338696.565	Hirvi
4399	412489.211	7338696.565	Hirvi
4400	422743.329	7342710.087	Metskauris
4401	316847.775	6742305.417	Metskauris
4402	314899.164	6662949.143	Metskauris
4403	283122.697	6774390.957	Valkohntpeura
4404	232096.016	7004675.286	Metskauris
4405	416622.447	7337825.394	Metskauris
4406	547027.329	6886472.708	Hirvi
4407	212979.258	6733057.258	Valkohntpeura
4408	470369.978	7060684.933	Hirvi
4409	394638.948	7320390.331	Hirvi
4410	226608.474	6684927.162	Valkohntpeura
4411	218611.295	6820722.256	Valkohntpeura
4412	308678.711	6800635.959	Valkohntpeura
4413	266115.822	6754798.864	Valkohntpeura
4414	209128.768	6820721.242	Valkohntpeura
4415	394774.318	6956403.048	Valkohntpeura
4416	257969.188	6737561.058	Valkohntpeura
4417	399744.255	7133866.356	Metskauris
4418	403849.458	7138643.171	Metskauris
4419	401566.963	7135355.616	Metskauris
4420	393593.413	7124179.463	Hirvi
4421	377845.864	7130797.735	Villisika
4422	285107.363	6713556.282	Valkohntpeura
4423	408549.441	6843912.185	Hirvi
4424	590288.639	7385060.212	Hirvi
4425	520988.624	7142554.929	Hirvi
4426	206559.691	6799382.479	Valkohntpeura
4427	308017.461	6849228.306	Valkohntpeura
4428	317151.891	6657457.272	Metskauris
4429	310653.39	6660271.654	Hirvi
4430	279690.955	6777909.532	Valkohntpeura
4431	298656.894	6658721.413	Valkohntpeura
4432	436950.665	6703807.279	Hirvi
4433	233316.489	6835390.057	Metskauris
4434	329134.813	7054862.36	Hirvi
4435	421129.881	6990635.957	Metskauris
4436	310599.268	6711988.966	Valkohntpeura
4437	234422.242	6794748.087	Valkohntpeura
4438	648200.78	6956391.253	Hirvi
4439	228604.643	6818886.626	Metskauris
4440	305362.04	6721424.303	Hirvi
4441	276865.486	6677110.369	Metskauris
4442	245701.648	6703181.359	Metskauris
4443	284097.233	6752242.79	Metskauris
4444	273915.625	6756660.482	Valkohntpeura
4445	239991.583	6680137.456	Metskauris
4446	244043.53	6700666.248	Metskauris
4447	244054.367	6699813.971	Valkohntpeura
4448	290874.402	6780306.33	Valkohntpeura
4449	456803.397	6753351.057	Valkohntpeura
4450	424871.137	6904899.722	Valkohntpeura
4451	202119.948	6788441.991	Metskauris
4452	375206.806	6695853.622	Metskauris
4453	312392.611	6704139.347	Valkohntpeura
4454	471441.858	6952136.269	Hirvi
4455	546718.382	7113909.823	Hirvi
4456	304801.514	6750221.968	Valkohntpeura
4457	280010.676	6758592.368	Valkohntpeura
4458	500627.872	6817943.44	Hirvi
4459	427510.149	6992320.636	Metskauris
4460	311018.2	6660478.688	Valkohntpeura
4461	450410.265	6879872.748	Hirvi
4462	597590.814	6780146.255	Metskauris
4463	246855.627	6716663.883	Metskauris
4464	222130.958	6730557.027	Hirvi
4465	301330.901	6718085.109	Valkohntpeura
4466	206455.015	6721463.593	Valkohntpeura
4467	232069.07	6895036.64	Valkohntpeura
4468	310719.86	6802489.164	Valkohntpeura
4469	206313.883	6727632.293	Metskauris
4470	272205.066	6726242.522	Valkohntpeura
4471	320449.805	6676358.448	Valkohntpeura
4472	266034.819	6781420.122	Metskauris
4473	269135.232	6794217.959	Valkohntpeura
4474	260319.539	6709683.952	Hirvi
4475	385880.834	6978653.95	Hirvi
4476	265273.104	6738342.224	Hirvi
4477	360611.661	6777770.601	Metskauris
4478	231870.193	6814336.724	Metskauris
4479	281791.905	6752309.935	Valkohntpeura
4480	204389.034	6889321.567	Hirvi
4481	413320.083	6867955.409	Metskauris
4482	410170.955	6692929.187	Valkohntpeura
4483	312768.263	6832370.011	Hirvi
4484	361724.07	6722049.648	Metskauris
4485	233408.517	6988116.074	Valkohntpeura
4486	430154.014	6948752.798	Hirvi
4487	354846.781	6749185.017	Valkohntpeura
4488	199421.236	6742576.326	Hirvi
4489	264593.16	6752544.399	Valkohntpeura
4490	204965.212	6843948.43	Metskauris
4491	215132.524	6718601.434	Valkohntpeura
4492	315579.19	7058578.548	Hirvi
4493	253835.724	6963459.096	Hirvi
4494	291940.592	6884067.706	Metskauris
4495	459223.16	6940966.547	Metskauris
4496	366398.223	6766650.898	Metskauris
4497	373831.871	6736198.257	Valkohntpeura
4498	310725.821	6660319.579	Hirvi
4499	229512.729	6858877.085	Valkohntpeura
4500	372176.01	6743716.152	Valkohntpeura
4501	288241.983	6756618.026	Valkohntpeura
4502	281769.798	6752141.028	Valkohntpeura
4503	287895.461	6741305.561	Hirvi
4504	304262.432	6801601.868	Valkohntpeura
4505	314076.179	6662378.563	Metskauris
4506	309536.408	7052171.52	Metskauris
4507	304036.195	6710776.892	Valkohntpeura
4508	323005.828	6699044.815	Metskauris
4509	467408.695	6814867.098	Hirvi
4510	331023.298	6664629.829	Valkohntpeura
4511	266152.188	6771029.183	Valkohntpeura
4512	341331.495	6994613.502	Hirvi
4513	311834.337	6660898.735	Valkohntpeura
4514	373837.49	6743389.775	Metskauris
4515	282426.007	6730306.495	Valkohntpeura
4516	256511.743	6770752.112	Valkohntpeura
4517	339030.342	6795547.164	Metskauris
4518	634753.913	6834536.396	Hirvi
4519	402921.1	7335135.411	Metskauris
4520	441757.114	6775498.909	Metskauris
4521	449309.73	6791366.878	Metskauris
4522	367124.161	6766766.982	Metskauris
4523	342512.316	7570190.13	Hirvi
4524	302538.904	6790744.277	Valkohntpeura
4525	204259.409	6782299.269	Hirvi
4526	267620.664	6764906.233	Metskauris
4527	280671.173	6769862.555	Valkohntpeura
4528	279877.757	6768439.286	Valkohntpeura
4529	346022.07	6906901.383	Metskauris
4530	316394.135	6907430.794	Hirvi
4531	234280.383	6688326.195	Valkohntpeura
4532	269661.243	6738547.088	Metskauris
4533	521101.247	6714481.998	Hirvi
4534	555387.797	6768248.031	Hirvi
4535	405711.858	6852726.632	Valkohntpeura
4536	207603.046	6798608.203	Metskauris
4537	295892.401	6711906.244	Valkohntpeura
4538	348587.681	6721803.754	Valkohntpeura
4539	452898.923	6902670.751	Hirvi
4540	274945.887	6815548.799	Valkohntpeura
4541	377628.978	6715248.228	Metskauris
4542	334345.61	6794364.155	Valkohntpeura
4543	224175.992	6682823.586	Valkohntpeura
4544	360327.329	6887086.457	Valkohntpeura
4545	368316.469	6878999.731	Metskauris
4546	241314.729	6849072.961	Metskauris
4547	234759.466	6848485.636	Metskauris
4548	232840.599	6835290.709	Metskauris
4549	364101.594	6716890.764	Valkohntpeura
4550	316566.874	6775500.977	Valkohntpeura
4551	260070.961	6664598.79	Metskauris
4552	314603.49	6667547.264	Valkohntpeura
4553	333536.782	6796483.563	Valkohntpeura
4554	364137.088	6694081.898	Valkohntpeura
4555	512958.244	7053030.816	Hirvi
4556	318405.772	7091138.524	Hirvi
4557	348897.435	7034683.476	Hirvi
4558	219298.933	6821842.632	Metskauris
4559	296775.505	6739635.374	Valkohntpeura
4560	279232.098	6742560.343	Hirvi
4561	317893.951	6743665.558	Hirvi
4562	369471.564	6709992.011	Valkohntpeura
4563	356814.151	6764391.627	Valkohntpeura
4564	214872.129	6762134.863	Metskauris
4565	350813.766	6753306.314	Valkohntpeura
4566	390836.802	6741398.513	Metskauris
4567	621606.276	7042847.405	Hirvi
4568	303405.436	6814587.775	Metskauris
4569	307782.172	6755848.962	Valkohntpeura
4570	328005.561	7083794.264	Metskauris
4571	461815.004	6894286.929	Hirvi
4572	519068.999	6834380.407	Hirvi
4573	240191.182	7017301.916	Hirvi
4574	207639.512	6791504.271	Hirvi
4575	305343.004	6778320.709	Valkohntpeura
4576	352055.496	7037476.702	Metskauris
4577	312278.892	6775032.484	Valkohntpeura
4578	236851.044	6830529.342	Valkohntpeura
4579	447835.555	6926658.164	Metskauris
4580	499332.034	6803401.469	Hirvi
4581	320322.962	6797201.308	Valkohntpeura
4582	496534.458	6974705.793	Hirvi
4583	231381.697	6797274.214	Metskauris
4584	346456.009	6665064.053	Metskauris
4585	344549.737	6675703.56	Valkohntpeura
4586	264534.544	6752480.857	Valkohntpeura
4587	497716.473	6950613.85	Hirvi
4588	495802.678	7076459.012	Hirvi
4589	242997.172	6714687.858	Metskauris
4590	204316.731	6784658.428	Hirvi
4591	343482.266	6673665.987	Metskauris
4592	310876.84	6798548.803	Valkohntpeura
4593	218853.239	6734724.036	Valkohntpeura
4594	228636.908	6735326.819	Metskauris
4595	225280.369	6741558.638	Hirvi
4596	235865.114	6743691.441	Valkohntpeura
4597	212688.004	6918527.924	Valkohntpeura
4598	199327.676	6769039.124	Valkohntpeura
4599	199334.604	6769000.041	Valkohntpeura
4600	370134.979	6736192.9	Hirvi
4601	420747.005	6922866.378	Hirvi
4602	484651.4	7444990.196	Hirvi
4603	205666.945	6788233.443	Metskauris
4604	210315.187	6797586.826	Valkohntpeura
4605	223094.273	6797779.275	Metskauris
4606	223549.987	6682740.802	Valkohntpeura
4607	402465.743	6716858.682	Metskauris
4608	243851.027	6714223.491	Metskauris
4609	411815.189	6729312.818	Metskauris
4610	406520.222	6722932.206	Valkohntpeura
4611	284610.716	6810901.313	Metskauris
4612	413576.935	6718021.59	Metskauris
4613	528429.27	7621557.735	Hirvi
4614	424824.474	6779963.601	Metskauris
4615	351358.392	6762382.938	Valkohntpeura
4616	317883.121	6774175.73	Valkohntpeura
4617	310138.162	6802647.423	Valkohntpeura
4618	307584.722	6730403.346	Metskauris
4619	285339.784	6772657.438	Valkohntpeura
4620	545852.934	6979443.17	Hirvi
4621	251094.935	6755991.375	Valkohntpeura
4622	313882.451	6760686.274	Metskauris
4623	278723.713	6779119.356	Valkohntpeura
4624	271771.946	6692438.919	Metskauris
4625	311359.434	6773505.937	Valkohntpeura
4626	264168.72	6752085.918	Valkohntpeura
4627	309444.882	6772072.326	Valkohntpeura
4628	216469.201	6850294.201	Valkohntpeura
4629	503889.825	6932909.207	Hirvi
4630	678492.98	6897592.859	Hirvi
4631	413816.38	6929018.65	Metskauris
4632	535726.429	7193304.024	Hirvi
4633	352538.154	6677388.511	Valkohntpeura
4634	257556.742	6733817.634	Valkohntpeura
4635	281434.84	6708639.048	Valkohntpeura
4636	283999.729	6752163.565	Valkohntpeura
4637	311312.386	6799076.067	Valkohntpeura
4638	359061.77	6765609.981	Valkohntpeura
4639	288848.003	6750013.007	Valkohntpeura
4640	331799.703	6666161.662	Valkohntpeura
4641	256619.608	6730487.193	Valkohntpeura
4642	416402.4	6785449.284	Valkohntpeura
4643	284475.574	6692919.119	Hirvi
4644	564173.749	7278612.483	Hirvi
4645	395148.157	6915288.958	Valkohntpeura
4646	525645.281	6987395.732	Hirvi
4647	429203.468	6886788.358	Valkohntpeura
4648	424748.707	6896968.47	Hirvi
4649	265572.05	6834820.624	Valkohntpeura
4650	256504.62	6730281.276	Metskauris
4651	518055.874	7065617.058	Hirvi
4652	289863.299	6716563.87	Valkohntpeura
4653	288129.793	6734048.712	Metskauris
4654	491708.484	6733237.887	Metskauris
4655	381502.833	6712528.096	Metskauris
4656	252261.293	6750034.912	Valkohntpeura
4657	335909.421	6785044.091	Valkohntpeura
