id	x	y	riistajalajiNimi
9280	395928.835	6864124.889	Hirvi
9281	399893.923	6857141.465	Valkohntpeura
9282	361689.863	6725880.296	Valkohntpeura
9283	384386.654	6739846.725	Valkohntpeura
9284	404577.596	6682427.714	Valkohntpeura
9285	407099.349	6690200.118	Valkohntpeura
9286	350570.722	6683285.964	Valkohntpeura
9287	280908.882	6741751.369	Valkohntpeura
9288	275974.081	6677656.911	Valkohntpeura
9289	323775.832	6690372.033	Valkohntpeura
9290	221314.58	6682158.031	Hirvi
9291	429718.191	7206642.561	Metskauris
9292	310498.789	6770419.011	Metskauris
9293	405799.321	7154043.981	Hirvi
9294	522267.446	7274628.599	Hirvi
9295	400433.25	7157375.594	Hirvi
9296	404971.01	7153567.435	Hirvi
9297	377717.891	6685293.719	Metskauris
9298	581088.471	6760778.414	Valkohntpeura
9299	311159.985	6717685.887	Valkohntpeura
9300	289610.875	6769549.094	Valkohntpeura
9301	247291.915	6935233.787	Hirvi
9302	240917.77	6772677.437	Valkohntpeura
9303	319659.666	6769591.485	Valkohntpeura
9304	378537.821	6748924.724	Valkohntpeura
9305	347864.93	7035235.93	Metspeura
9306	197645.781	6773572.628	Valkohntpeura
9307	244886.174	6753106.575	Valkohntpeura
9308	400280.256	7285555.222	Hirvi
9309	328247.744	6818544.438	Metskauris
9310	399930.641	7177851.455	Hirvi
9311	291111.476	6798114.286	Valkohntpeura
9312	324650.674	6790611.835	Valkohntpeura
9313	349670.968	7026547.966	Metspeura
9314	479456.844	6748714.908	Metskauris
9315	281783.07	6753295.579	Valkohntpeura
9316	579912.093	6963259.747	Hirvi
9317	564675.715	6973199.544	Hirvi
9318	383394.201	6918311.214	Valkohntpeura
9319	248030.901	6679620.73	Valkohntpeura
9320	250060.753	6709503.942	Metskauris
9321	523812.428	6842929.841	Hirvi
9322	411349.283	6855508.072	Hirvi
9323	234788.027	6787404.129	Valkohntpeura
9324	309147.25	6796022.641	Hirvi
9325	425063.859	6739740.691	Hirvi
9326	354658.546	6719336.177	Valkohntpeura
9327	413469.828	6786869.239	Valkohntpeura
9328	388380.007	7298154.627	Hirvi
9329	501459.357	7052899.208	Metskauris
9330	414630.579	6736411.825	Metskauris
9331	360169.831	6711554.461	Valkohntpeura
9332	356247.793	6712314.158	Valkohntpeura
9333	415252.701	6786178.939	Valkohntpeura
9334	389328.839	6778173.971	Valkohntpeura
9335	285392.602	6805751.601	Metskauris
9336	287057.912	6646514.185	Hirvi
9337	246193.521	6791587.148	Valkohntpeura
9338	296403.195	6844929.066	Metskauris
9339	294997.704	6838645.586	Valkohntpeura
9340	250333.132	6706870.043	Metskauris
9341	315132.026	6775903.58	Valkohntpeura
9342	269373.635	6795518.13	Valkohntpeura
9343	370223.837	6736195.043	Metskauris
9344	231212.695	6821726.131	Valkohntpeura
9345	227817.566	6685662.583	Valkohntpeura
9346	228771.351	6838659.544	Metskauris
9347	382378.605	6778774.59	Metskauris
9348	214458.417	6808782.949	Hirvi
9349	236145.038	6830731.075	Valkohntpeura
9350	331813.838	6754924.843	Valkohntpeura
9351	251742.283	6860875.763	Valkohntpeura
9352	413980.441	6757670.035	Valkohntpeura
9353	363839.699	6719141.722	Valkohntpeura
9354	227818.995	6765254.716	Valkohntpeura
9355	259530.282	6706783.714	Metskauris
9356	312394.133	6656045.104	Metskauris
9357	241337.342	6695359.42	Metskauris
9358	320233.583	6808015.208	Valkohntpeura
9359	303328.417	6788341.773	Valkohntpeura
9360	329315.374	6909671.603	Valkohntpeura
9361	359680.81	6760361.455	Valkohntpeura
9362	240697.371	6824278.143	Valkohntpeura
9363	381828.996	6719947.214	Valkohntpeura
9364	647112.394	6976167.098	Hirvi
9365	232386.517	6787595.525	Valkohntpeura
9366	305853.022	7017572.256	Valkohntpeura
9367	344879.093	7020511.042	Metspeura
9368	291158.662	6704852.443	Metskauris
9369	308843.915	6658497.129	Valkohntpeura
9370	485448.148	7284305.46	Hirvi
9371	284491.056	6790095.68	Valkohntpeura
9372	330862.501	6783184.989	Valkohntpeura
9373	217535.982	6872829.166	Valkohntpeura
9374	326256.781	6698586.559	Metskauris
9375	301155.858	6756744.106	Valkohntpeura
9376	307398.653	6800619.006	Valkohntpeura
9377	613906.902	6802106.02	Hirvi
9378	457497.744	7101307.339	Hirvi
9379	205856.117	6739611.459	Hirvi
9380	289002.859	6799489.989	Valkohntpeura
9381	401973.668	6858114.318	Hirvi
9382	403954.271	6862973.503	Metskauris
9383	345753.388	7089531.608	Hirvi
9384	390134.278	6731056.401	Valkohntpeura
9385	359096.863	6721964.193	Valkohntpeura
9386	430058.718	6764877.433	Metskauris
9387	204244.886	6726829.055	Metskauris
9388	208036.98	6757558.233	Valkohntpeura
9389	349627.944	6675447.554	Valkohntpeura
9390	344814.039	6674853.203	Valkohntpeura
9391	373516.035	6880775.201	Metskauris
9392	371025.314	6736315.676	Metskauris
9393	368570.844	6752022.533	Valkohntpeura
9394	371166.059	6746011.566	Metskauris
9395	591925.165	6793719.9	Hirvi
9396	415652.332	7339615.073	Hirvi
9397	502666.352	6803174.221	Hirvi
9398	383833.849	6918944.776	Hirvi
9399	285560.141	6805836.196	Metskauris
9400	389638.62	6686887.452	Metskauris
9401	402645.078	7108798.276	Hirvi
9402	250944.98	6680986.524	Valkohntpeura
9403	472057.525	7174022.885	Hirvi
9404	354870.609	6839441.46	Hirvi
9405	359743.342	6840671.841	Metskauris
9406	338990.923	6784742.527	Valkohntpeura
9407	277163.796	6749130.57	Valkohntpeura
9408	281858.559	6756338.793	Valkohntpeura
9409	224716.026	6712745.452	Hirvi
9410	411811.593	6869522.364	Metskauris
9411	277211.327	6754179.309	Valkohntpeura
9412	282000.795	6739791.139	Valkohntpeura
9413	286802.173	6755472.152	Valkohntpeura
9414	286536.397	6645864.306	Valkohntpeura
9415	216120.434	6718644.712	Valkohntpeura
9416	217559.46	6718806.047	Metskauris
9417	324060.386	6788775.065	Valkohntpeura
9418	325551.756	6883780.678	Hirvi
9419	371262.831	6745778.601	Metskauris
9420	320520.537	6684908.445	Valkohntpeura
9421	324651.654	6790649.639	Metskauris
9422	239671.22	6823922.069	Valkohntpeura
9423	235219.179	6823934.895	Valkohntpeura
9424	251259.897	6738195.135	Valkohntpeura
9425	286667.586	6755341.362	Valkohntpeura
9426	491414.72	6811173.004	Hirvi
9427	242248.463	6693427.573	Metskauris
9428	232934.215	6801178.648	Valkohntpeura
9429	533025.925	6876735.364	Hirvi
9430	365804.214	6707578.139	Valkohntpeura
9431	510153.759	7146038.689	Hirvi
9432	433553.963	7009662.602	Hirvi
9433	236358.514	6714079.454	Metskauris
9434	389803.753	6821598.325	Valkohntpeura
9435	392197.906	6684454.535	Metskauris
9436	593644.497	6933745.213	Hirvi
9437	428655.034	7139177.291	Hirvi
9438	404638.058	7179023.154	Hirvi
9439	441530.265	7107407.998	Hirvi
9440	441523.203	7107190.895	Hirvi
9441	441253.845	7084675.085	Hirvi
9442	441497.167	7107657.624	Hirvi
9443	432988.786	7096200.068	Metskauris
9444	447023.536	7094948.672	Hirvi
9445	439558.632	7094489.523	Metskauris
9446	502665.853	6714726.56	Metskauris
9447	352031.953	6695781.153	Valkohntpeura
9448	210676.113	6927368.387	Valkohntpeura
9449	253846.543	6690426.675	Valkohntpeura
9450	250498.893	6710065.065	Metskauris
9451	300042.9	6794848.867	Valkohntpeura
9452	240053.403	6695126.217	Metskauris
9453	243561.956	6697258.715	Metskauris
9454	219321.605	6706103.307	Valkohntpeura
9455	488821.791	6706715.302	Metskauris
9456	359227.598	6795671.49	Valkohntpeura
9457	231031.924	6774068.118	Hirvi
9458	272884.482	6764523.459	Valkohntpeura
9459	324651.854	6790657.189	Valkohntpeura
9460	206744.1	6788124.971	Metskauris
9461	351151.504	6809873.538	Metskauris
9462	293307.905	6759379.063	Valkohntpeura
9463	287579.017	6770833.646	Valkohntpeura
9464	338910.392	6784708.24	Valkohntpeura
9465	364590.805	6789753.192	Valkohntpeura
9466	524468.501	7238218.343	Hirvi
9467	202948.023	6737779.466	Hirvi
9468	382753.59	6740091.401	Hirvi
9469	384198.686	6747268.888	Valkohntpeura
9470	281711.205	6801659.442	Valkohntpeura
9471	287724.054	6807031.659	Metskauris
9472	257025.216	6863362.864	Metskauris
9473	439776.19	7377161.619	Metskauris
9474	409006.874	6988438.737	Metskauris
9475	211200.094	6780944.76	Valkohntpeura
9476	403960.336	7009175.922	Hirvi
9477	397318.953	6989935.098	Hirvi
9478	504634.559	6853200.251	Valkohntpeura
9479	378904.205	7049342.482	Metspeura
9480	208084.206	6923464.568	Metskauris
9481	228459.325	6973842.708	Valkohntpeura
9482	232841.907	6986647.677	Hirvi
9483	515454.602	7148881.235	Hirvi
9484	384066.203	7314292.044	Hirvi
9485	508251.293	7274158.717	Metskauris
9486	218155.422	6802721.407	Valkohntpeura
9487	353953.5	6748340.763	Metskauris
9488	289196.003	6807895.682	Valkohntpeura
9489	511866.899	6870501.344	Valkohntpeura
9490	349947.648	7037119.752	Metskauris
9491	369249.667	6887118.415	Hirvi
9492	285021.231	6805538.767	Valkohntpeura
9493	333999.9	6793995.632	Valkohntpeura
9494	267568.53	6720935.58	Valkohntpeura
9495	282129.284	6756150.393	Valkohntpeura
9496	223126.598	6845086.847	Valkohntpeura
9497	316777.169	6779145.287	Valkohntpeura
9498	361796.299	6852160.618	Hirvi
9499	405468.408	6728154.606	Valkohntpeura
9500	315490.679	6755440.226	Valkohntpeura
9501	308599.49	6803202.522	Valkohntpeura
9502	320891.991	6806594.019	Valkohntpeura
9503	293318.314	6852477.565	Valkohntpeura
9504	293780.211	6852144.292	Metskauris
9505	307409.702	7060464.304	Metskauris
9506	321932.022	6718395.283	Valkohntpeura
9507	322580.588	6786098.671	Valkohntpeura
9508	252050.374	6746933.434	Valkohntpeura
9509	426253.222	7347688.941	Hirvi
9510	609772.552	6937118.881	Hirvi
9511	430024.928	6764874.009	Metskauris
9512	339642.865	6899049.118	Valkohntpeura
9513	360584.13	6760836.206	Valkohntpeura
9514	546743.411	7168429.204	Hirvi
9515	309702.214	6781948.607	Valkohntpeura
9516	328854.914	6785140.613	Valkohntpeura
9517	382024.399	6736371.214	Valkohntpeura
9518	235140.194	6793693.009	Metskauris
9519	237793.565	6695295.578	Metskauris
9520	295129.187	6787369.497	Valkohntpeura
9521	304060.048	6760225	Valkohntpeura
9522	297560.531	6765623.135	Valkohntpeura
9523	297430.071	6765643.352	Valkohntpeura
9524	257429.42	6733310.118	Hirvi
9525	357150.824	6712071.731	Hirvi
9526	269099.572	6738347.292	Metskauris
9527	258561.3	6738171.544	Valkohntpeura
9528	261581.279	6745294.92	Valkohntpeura
9529	513919.197	7153934.956	Hirvi
9530	661333.508	6904010.495	Hirvi
9531	385928.263	6691018.146	Valkohntpeura
9532	280691.531	6758059.517	Valkohntpeura
9533	289546.821	6718783.249	Valkohntpeura
9534	300824.05	6779480.231	Valkohntpeura
9535	355541.457	6712418.422	Valkohntpeura
9536	315394.595	6799267.072	Valkohntpeura
9537	380256.827	6723604.126	Metskauris
9538	506269.898	6849704.269	Hirvi
9539	398669.466	6862013.65	Hirvi
9540	405949.918	6858378.96	Metskauris
9541	240126.58	6689042.553	Hirvi
9542	517495.713	6907623.007	Hirvi
9543	632820.703	6926023.472	Hirvi
9544	344902.634	6859844.125	Hirvi
9545	204152.828	6898768.85	Metskauris
9546	187519.581	6689192.76	Valkohntpeura
9547	425519.536	6712832.298	Valkohntpeura
9548	405957.014	6925769.874	Hirvi
9549	246961.671	6960963.963	Valkohntpeura
9550	349813.619	6808919.018	Metskauris
9551	350100.816	6807726.759	Valkohntpeura
9552	293745.308	6742231.676	Valkohntpeura
9553	241789.664	6855897.076	Valkohntpeura
9554	593654.439	6784277.272	Metskauris
9555	353879.501	6768736.063	Valkohntpeura
9556	264790.775	6847577.174	Valkohntpeura
9557	316647.732	6817392.743	Metskauris
9558	408443.335	6802072.166	Metskauris
9559	303497.225	6956604.542	Valkohntpeura
9560	514960.792	7152314.266	Hirvi
9561	472720.161	6739358.96	Valkohntpeura
9562	310501.42	6770422.701	Valkohntpeura
9563	311699.53	6774201.04	Valkohntpeura
9564	385869.108	7303243.209	Hirvi
9565	399256.381	6856812.491	Valkohntpeura
9566	503042.45	6770486.797	Hirvi
9567	358836.298	6773997.127	Metskauris
9568	412101.143	7282748.071	Hirvi
9569	438975.168	7307997.499	Hirvi
9570	357634.534	6777571.303	Metskauris
9571	305418.043	6832008.887	Valkohntpeura
9572	685423.64	6898865.775	Hirvi
9573	633532.464	6822751.587	Hirvi
9574	225488.975	6740786.644	Hirvi
9575	225312.325	6742102.108	Valkohntpeura
9576	225706.838	6739998.257	Valkohntpeura
9577	234011.423	6742194.841	Valkohntpeura
9578	231798.914	6742974.761	Valkohntpeura
9579	402799.596	6809934.742	Hirvi
9580	449915.89	6795455.36	Metskauris
9581	463617.021	7365117.922	Hirvi
9582	444155.007	7377826.75	Metskauris
9583	436434.863	7388741.336	Hirvi
9584	562783.4	6991143.286	Metskauris
9585	229601.509	6807557.448	Metspeura
9586	351655.825	7368602.981	Hirvi
9587	256645.569	6707962.459	Valkohntpeura
9588	235749.64	6702901.44	Metskauris
9589	246028.92	6709393.256	Metskauris
9590	323618.456	6732547.736	Hirvi
9591	559421.268	6755650.105	Hirvi
9592	323036.568	6793770.85	Valkohntpeura
9593	304913.274	6787450.885	Valkohntpeura
9594	407460.282	7179852.063	Metskauris
9595	219178.662	6706327.885	Valkohntpeura
9596	425792.32	7344497.959	Hirvi
9597	555009.651	6765619.961	Hirvi
9598	299521.496	6812794.674	Valkohntpeura
9599	525417.102	7244613.644	Hirvi
9600	432440.614	7034976.45	Hirvi
9601	205948.143	6755496.621	Hirvi
9602	265121.402	6842533.802	Metskauris
9603	374799.062	6744206.589	Valkohntpeura
9604	277823.419	6676372.338	Valkohntpeura
9605	311208.037	6660576.137	Valkohntpeura
9606	310962.939	6660450.383	Valkohntpeura
9607	311447.476	6656474.871	Valkohntpeura
9608	568376.896	7163660.661	Hirvi
9609	237920.018	6771173.155	Hirvi
9610	206089.018	6900933.234	Metskauris
9611	297020.998	6652042.861	Valkohntpeura
9612	275454.669	6700444.892	Valkohntpeura
9613	304338.693	6655434.468	Valkohntpeura
9614	229425.174	6795481.602	Metskauris
9615	406405.23	6859933.553	Hirvi
9616	215773.021	6886227.893	Hirvi
9617	436429.49	7005724.682	Hirvi
9618	384260.625	6733807.517	Metskauris
9619	293916.82	6775918.9	Valkohntpeura
9620	297421.108	6779497.795	Valkohntpeura
9621	209666.738	6715919.929	Valkohntpeura
9622	210978.173	6739223.743	Valkohntpeura
9623	216113.04	6738814.059	Valkohntpeura
9624	433092.19	6910866.104	Hirvi
9625	524001.975	7121787.427	Hirvi
9626	390336.618	7419589.985	Hirvi
9627	347542.541	6937210.597	Hirvi
9628	654654.987	7020878.993	Metskauris
9629	319280.273	6809912.788	Metskauris
9630	509376.978	7010525.601	Hirvi
9631	243773.335	6697363.822	Valkohntpeura
9632	299656.539	6656414.565	Valkohntpeura
9633	230598.675	6720130.623	Valkohntpeura
9634	257738.421	6976811.167	Valkohntpeura
9635	314669.404	6776083.135	Valkohntpeura
9636	312418.552	6775291.698	Valkohntpeura
9637	508559.1	6836265.162	Hirvi
9638	328654.811	6994962.925	Metskauris
9639	407384.846	6951171.766	Valkohntpeura
9640	419697.415	6950082.199	Hirvi
9641	226909.259	7018579.915	Hirvi
9642	346997.909	6675218.004	Valkohntpeura
9643	282997.963	6787870.405	Valkohntpeura
9644	364225.299	6693374.227	Hirvi
9645	360768.2	6701299.956	Metskauris
9646	362889.252	6706182.506	Valkohntpeura
9647	358367.297	6692939.61	Valkohntpeura
9648	364142.711	6694112.981	Valkohntpeura
9649	262167.569	6823707.747	Hirvi
9650	232970.496	6787643.048	Valkohntpeura
9651	484700.721	6752212.822	Metskauris
9652	497819.612	6764966.418	Hirvi
9653	451658.437	6870980.014	Hirvi
9654	318715.935	6742595.638	Metskauris
9655	478402.106	6748650.685	Metskauris
9656	289961.707	6808355.326	Valkohntpeura
9657	408543.735	6693855.597	Valkohntpeura
9658	379298.312	6715525.295	Valkohntpeura
9659	336301.674	6748848.438	Hirvi
9660	214078.104	6837375.428	Metskauris
9661	193982.952	6725148.307	Hirvi
9662	281522.571	6712627.165	Metskauris
9663	370830.6	6746817.622	Valkohntpeura
9664	224841.219	6683102.433	Valkohntpeura
9665	362081.529	6761611.705	Metskauris
9666	244052.92	6704804.054	Metskauris
9667	344658.793	6862104.005	Hirvi
9668	429857.12	6887275.768	Metskauris
9669	244041.387	6700599.074	Metskauris
9670	512862.273	6822321.646	Metskauris
9671	538730.484	7625704.423	Hirvi
9672	223759.024	6713226.908	Metskauris
9673	288982.688	6698365.625	Valkohntpeura
9674	320714.523	6797119.208	Valkohntpeura
9675	204893.974	6724153.217	Metskauris
9676	456455.379	6939539.672	Hirvi
9677	404288.124	6855127.367	Metskauris
9678	251867.992	6725991.082	Valkohntpeura
9679	436545.747	6703267.153	Hirvi
9680	247387.911	6935204.256	Metskauris
9681	269186.643	6824609.095	Metskauris
9682	412055.085	6787809.061	Metskauris
9683	262011.721	6720078.174	Valkohntpeura
9684	247389.552	6935208.471	Metskauris
9685	511360.865	7156542.197	Metskauris
9686	239839.69	6690730.815	Metskauris
9687	311238.376	6773143.183	Valkohntpeura
9688	228765.105	6721462.858	Valkohntpeura
9689	231847.834	6715795.835	Valkohntpeura
9690	213932.585	6787035.483	Valkohntpeura
9691	367588.74	6711822.064	Valkohntpeura
9692	340168.472	7087671.167	Hirvi
9693	411527.188	6964348.999	Hirvi
9694	600746.983	6866412.202	Metskauris
9695	357339.291	6765395.974	Metskauris
9696	633109.037	6821942.36	Hirvi
9697	332530.098	6822972.353	Metskauris
9698	615163.596	6850168.125	Hirvi
9699	518925.501	7199770.782	Hirvi
9700	317872.446	6773836.81	Valkohntpeura
9701	317117.853	6779300.585	Valkohntpeura
9702	306255.152	6777471.642	Valkohntpeura
9703	437426.236	7218238.064	Hirvi
9704	459507.828	7211840.896	Metskauris
9705	235840.984	6822919.374	Metskauris
9706	269512.416	6813942.773	Valkohntpeura
9707	198840.454	6744647.739	Valkohntpeura
9708	376936.821	6698991.066	Valkohntpeura
9709	381140.994	6728524.473	Hirvi
9710	361815.456	6754567.623	Valkohntpeura
9711	452375.403	7226852.231	Hirvi
9712	462385.373	7209248.316	Hirvi
9713	457210.236	7212424.634	Hirvi
9714	458081.746	7212141.916	Hirvi
9715	449346.259	7225592.948	Hirvi
9716	447062.918	7224791.052	Hirvi
9717	449423.334	7225628.043	Hirvi
9718	226259.36	6730644.22	Valkohntpeura
9719	291534.726	6781894.424	Valkohntpeura
9720	359834.326	6760486.725	Valkohntpeura
9721	356060.363	6768094.689	Valkohntpeura
9722	486608.623	7197053.832	Metskauris
9723	257920.84	6707679.983	Valkohntpeura
9724	207182.436	6681039.493	Metskauris
9725	457062.111	7100804.629	Hirvi
9726	437661.594	7214188.611	Metskauris
9727	404824.521	6728725.951	Metskauris
9728	221010.78	6729929.902	Valkohntpeura
9729	468854.143	7739656.145	Hirvi
9730	458861.311	7730360.973	Hirvi
9731	230615.523	6818776.967	Metskauris
9732	198496.932	6739836.234	Valkohntpeura
9733	460318.184	7722307.948	Hirvi
9734	315046.379	6799182.942	Valkohntpeura
9735	243883.001	6704700.273	Metskauris
9736	313445.144	6799711.446	Metskauris
9737	255894.456	6837473.011	Valkohntpeura
9738	317424.155	6796821.951	Valkohntpeura
9739	427280.857	7109835.476	Metskauris
9740	325128.111	6793069.809	Valkohntpeura
9741	319816.876	6799740.041	Valkohntpeura
9742	374787.049	6778220.825	Valkohntpeura
9743	377890.851	6773223.438	Hirvi
9744	361725.505	6793310.14	Valkohntpeura
9745	339983.531	6779611.413	Metskauris
9746	230528.045	6720186.155	Valkohntpeura
9747	380860.322	6729733.161	Valkohntpeura
9748	226666.404	6782872.384	Valkohntpeura
9749	312488.076	6775444.436	Valkohntpeura
9750	268275.175	6721915.201	Valkohntpeura
9751	231228.4	6774193.935	Valkohntpeura
9752	513957.819	7252919.764	Hirvi
9753	525070.108	6843637.655	Hirvi
9754	381267.063	6713370.454	Valkohntpeura
9755	339069.045	6784775.928	Valkohntpeura
9756	277045.829	6671829.547	Metskauris
9757	265782.06	6730875.874	Valkohntpeura
9758	389761.578	7176436.071	Hirvi
9759	323935.541	6690507.575	Valkohntpeura
9760	325499.353	6698704.365	Valkohntpeura
9761	334984.946	6695350.607	Valkohntpeura
9762	338309.97	6699676.618	Valkohntpeura
9763	313399.224	6676965.216	Valkohntpeura
9764	330157.342	7020311.538	Valkohntpeura
9765	327311.029	7015542.264	Valkohntpeura
9766	430410.172	6812149.509	Valkohntpeura
9767	467550.086	7185286.66	Hirvi
9768	378690.027	6751289.049	Valkohntpeura
9769	270186.282	6787735.112	Valkohntpeura
9770	220424.295	6786181.041	Metskauris
9771	304951.111	6764549.715	Valkohntpeura
9772	501540.913	6977488.657	Hirvi
9773	329960.55	6660557.968	Valkohntpeura
9774	239752.285	6712006.609	Valkohntpeura
9775	353432.498	6923089.087	Hirvi
9776	361178.141	6724806.674	Valkohntpeura
9777	360777.955	6760903.092	Valkohntpeura
9778	231342.391	6720197.049	Metskauris
9779	356064.742	6700878.28	Valkohntpeura
9780	360301.674	6711550.67	Valkohntpeura
9781	280636.121	6700204.777	Valkohntpeura
9782	234163.593	6901287.807	Valkohntpeura
9783	277620.447	6780290.358	Valkohntpeura
9784	268321.494	6721939.663	Valkohntpeura
9785	277340.528	6727260.852	Valkohntpeura
9786	284356.605	6731830.304	Valkohntpeura
9787	283319.761	6731027.304	Valkohntpeura
9788	291533.726	6736306.193	Valkohntpeura
9789	286878.563	6791090.844	Valkohntpeura
9790	237491.263	6770467.862	Valkohntpeura
9791	523967.513	6861143.257	Hirvi
9792	316295.329	6751368.034	Valkohntpeura
9793	247402.478	6926216.415	Valkohntpeura
9794	224351.721	6836099.38	Valkohntpeura
9795	278494.523	6779365.303	Valkohntpeura
9796	367146.675	6766768.847	Metskauris
9797	277705.763	6727664.43	Valkohntpeura
9798	318164.236	6773195.116	Metskauris
9799	316581.124	6808954.146	Metskauris
9800	315833.601	6799266.968	Valkohntpeura
9801	494987.15	7068360.362	Metskauris
9802	266017.272	6780886.791	Valkohntpeura
9803	317046.868	6779267.946	Valkohntpeura
9804	340750.545	6784741.774	Valkohntpeura
9805	341362.562	6720881.556	Hirvi
9806	379249.755	6727276.427	Metskauris
9807	289539.074	6707879.016	Valkohntpeura
9808	288684.971	6777237.031	Valkohntpeura
9809	379242.768	6727288.776	Valkohntpeura
9810	220798.024	6858418.436	Valkohntpeura
9811	214817.749	6919671.484	Metskauris
9812	379251.122	6727337.326	Metskauris
9813	381076.936	6728099.407	Valkohntpeura
9814	378914.648	6727940.384	Valkohntpeura
9815	264091.369	6735822.344	Valkohntpeura
9816	222912.22	6832956.823	Metskauris
9817	299307.205	6657804.318	Valkohntpeura
9818	259584.654	7018832.551	Valkohntpeura
9819	222365.838	6677178.327	Valkohntpeura
9820	326422.87	6746783.65	Metskauris
9821	399531.182	6695357.075	Valkohntpeura
9822	299183.408	6658089.528	Valkohntpeura
9823	379104.282	6727693.085	Valkohntpeura
9824	381068.153	6728145.017	Valkohntpeura
9825	204372.586	6787735.032	Metskauris
9826	380330.288	6731262.359	Valkohntpeura
9827	378550.091	6729855.86	Valkohntpeura
9828	542549.765	6912155.145	Hirvi
9829	297921.261	6842235.522	Metskauris
9830	381011.136	6728360.535	Valkohntpeura
9831	381080.149	6728077.169	Valkohntpeura
9832	379210.577	6727395.923	Valkohntpeura
9833	380931.649	6728827.93	Valkohntpeura
9834	377737.827	6729221.027	Valkohntpeura
9835	378223.896	6728579.907	Metskauris
9836	378237.688	6728603.47	Valkohntpeura
9837	378851.002	6728011.124	Valkohntpeura
9838	380934.027	6728639.675	Metskauris
9839	379311.835	6727212.581	Valkohntpeura
9840	347148.506	6675403.579	Valkohntpeura
9841	214589.939	6779495.752	Valkohntpeura
9842	555373.236	7120922.467	Hirvi
9843	280897.443	6702532.379	Valkohntpeura
9844	522942.914	7299374.925	Hirvi
9845	319017.447	6779978.066	Valkohntpeura
9846	241895.583	6759693.077	Valkohntpeura
9847	337972.166	7087391.941	Hirvi
9848	252139.155	6726311.404	Valkohntpeura
9849	591224.89	6783207.831	Metskauris
9850	490619.307	7082994.725	Hirvi
9851	272183.377	6679259.991	Valkohntpeura
9852	511469.689	7252465.183	Hirvi
9853	320772.216	6800628.409	Valkohntpeura
9854	212005.127	6983799.867	Hirvi
9855	400357.685	6709391.422	Metskauris
9856	402585.564	6716727.41	Valkohntpeura
9857	396991.522	6721861.526	Valkohntpeura
9858	224247.484	6771382.816	Hirvi
9859	228283.139	6825847.444	Metskauris
9860	486690.877	6980260.013	Hirvi
9861	351463.551	6762520.34	Valkohntpeura
9862	318688.132	6720764.512	Metskauris
9863	581846.679	6774143.897	Metskauris
9864	399222.558	7055961.145	Metskauris
9865	340923.752	6674160.651	Valkohntpeura
9866	286180.649	6704597.393	Metskauris
9867	381428.916	6686502.833	Valkohntpeura
9868	331291.144	6660999.22	Metskauris
9869	503001.03	7202294.39	Hirvi
9870	323879.221	6655359.632	Valkohntpeura
9871	316113.842	6775558.046	Valkohntpeura
9872	672571.06	6951636.015	Hirvi
9873	236734.368	6797549.567	Metskauris
9874	409148.577	7184325.104	Hirvi
9875	550622.621	7137759.127	Hirvi
9876	552762.78	7135866.407	Hirvi
9877	264237.332	6825756.749	Valkohntpeura
9878	266269.739	6764616.624	Valkohntpeura
9879	501975.804	6768881.239	Valkohntpeura
9880	478542.664	6723276.621	Valkohntpeura
9881	274286.126	6891328.654	Valkohntpeura
9882	276652.243	6762066.206	Valkohntpeura
9883	295974.312	6839589.173	Valkohntpeura
9884	218222.566	6876889.631	Valkohntpeura
9885	217491.972	6873599.782	Valkohntpeura
9886	630869.912	6817824.492	Metskauris
9887	404595.878	6722623.698	Valkohntpeura
9888	287793.081	6807072.132	Valkohntpeura
9889	629944.564	6912454.802	Hirvi
9890	545579.327	7390354.161	Hirvi
9891	230623.705	6720128.386	Valkohntpeura
9892	286312.938	6862315.705	Hirvi
9893	286509.536	6861586.472	Valkohntpeura
9894	506603.229	6835311.668	Hirvi
9895	356161.617	6712314.159	Hirvi
9896	362191.228	6697505.08	Hirvi
9897	225490.012	6712933.11	Hirvi
9898	352017.248	6706573.928	Hirvi
9899	379067.827	6727572.225	Metskauris
9900	343398.508	6742856.514	Valkohntpeura
9901	339853.845	6663059.184	Valkohntpeura
9902	332968.584	7103694.417	Hirvi
9903	335606.386	7105363.303	Hirvi
9904	517235.454	7254548.464	Hirvi
9905	316085.51	6778832.421	Valkohntpeura
9906	543017.283	6778727.443	Valkohntpeura
9907	553497.082	6770056.267	Hirvi
9908	553497.082	6770056.267	Hirvi
9909	552814.427	6768683.583	Metskauris
9910	545668.31	6776629.253	Hirvi
9911	544871.242	6769515.833	Hirvi
9912	389780.347	6770297.899	Valkohntpeura
9913	547405.561	6775861.579	Hirvi
9914	554347.947	6768694.176	Hirvi
9915	554154.542	6769464.074	Valkohntpeura
9916	554363.651	6768676.177	Hirvi
9917	236530.455	7003942.361	Metskauris
9918	309891.468	6659516.101	Valkohntpeura
9919	214944.988	6734580.034	Valkohntpeura
9920	501060.026	6953808.069	Hirvi
9921	433070.118	6918570.896	Hirvi
9922	288125.741	6734044.234	Valkohntpeura
9923	267902.292	7001089.773	Hirvi
9924	437699.671	6934106.408	Hirvi
9925	436694.482	6955922.011	Hirvi
9926	516845.209	6907760.035	Hirvi
9927	641493.853	6907826.852	Hirvi
9928	391257.786	6852809.617	Metskauris
9929	271256.505	6756344.452	Valkohntpeura
